lon,lat,MunicipalityID,Department Name,Municipality Name,Rural Population,Urban Population,Total Population
-73.2099106,6.348763307,12065,Santander,Confines,2390,363,2753
-73.13683223,6.343754133,11575,Santander,Ocamonte,4343,641,4984
-75.63644852,6.26518555,12086,Antioquia,Medellin,38813,2175681,2214494
-75.33638047,6.304428956,12495,Antioquia,San Vicente,12615,6823,19438
-72.98807951,6.228408989,12635,Santander,Coromoro,6463,913,7376
-73.48398357,6.293180591,12197,Santander,Contratacion,1069,2952,4021
-73.63711368,6.202727377,11876,Santander,La Paz,4838,773,5611
-73.1758713,6.175128807,11964,Santander,Charala,5394,6028,11422
-72.7242319,6.299658854,11955,Boyaca,Soata,3561,5752,9313
-73.3284908,6.306968909,11653,Santander,Guapota,1765,506,2271
-75.23943942,6.243778838,12071,Antioquia,Penol,7998,8243,16241
-76.67695628,5.939359468,12659,Choco,Quibdo,11752,101134,112886
-72.56448657,6.242617433,12300,Boyaca,La Uvita,2422,1199,3621
-73.29090856,6.22695239,12271,Santander,Oiba,6376,4607,10983
-74.91245547,6.182652903,12447,Antioquia,San Carlos,9549,6277,15826
-75.45049321,6.263612647,11645,Antioquia,Guarne,25650,13891,39541
-73.5295868,6.248574051,12559,Santander,El Guacamayo,1880,423,2303
-68.04362116,5.825149064,12609,Vichada,Puerto Carreno,3256,10032,13288
-73.40787894,6.205992306,11641,Santander,Guadalupe,3904,1692,5596
-75.17324126,6.22890477,12231,Antioquia,Guatape,1594,4244,5838
-75.97315902,6.184011173,12046,Antioquia,Betulia,11566,5159,16725
-75.76320655,6.222351841,11585,Antioquia,Heliconia,3847,2809,6656
-72.46774288,6.07790023,12238,Boyaca,Chita,8913,1931,10844
-72.75672432,6.186068376,11596,Boyaca,Susacon,2755,943,3698
-74.15038368,6.098690188,11777,Santander,Bolivar,12581,1415,13996
-74.71344654,6.110756788,12056,Antioquia,Puerto Nare,10161,6529,16690
-74.48137127,5.940038461,11922,Boyaca,Puerto Boyaca,16495,33806,50301
-71.20899966,6.077861511,12373,Casanare,Hato Corozal,6478,3613,10091
-75.32058398,6.16654384,12630,Antioquia,Marinilla,13073,32475,45548
-75.82478798,6.162439993,11583,Antioquia,Armenia,3434,1762,5196
-75.42687967,6.153532271,12080,Antioquia,Rionegro,35850,64652,100502
-72.36620891,6.135512003,12488,Casanare,La Salina,796,514,1310
-75.14048023,6.114133783,11827,Antioquia,Granada,5729,4060,9789
-75.53041867,6.070348083,12316,Antioquia,Retiro,8913,8063,16976
-73.52746038,6.160192527,11979,Santander,Aguada,1884,233,2117
-75.63116715,6.178741029,12644,Antioquia,Itagui,21779,213237,235016
-75.58709654,6.145351955,11992,Antioquia,Envigado,8688,165420,174108
-69.50636961,5.504024614,12070,Vichada,La Primavera,5787,4829,10616
-75.72765722,6.123186721,12253,Antioquia,Angelopolis,3491,4150,7641
-73.06736618,6.05335968,11619,Santander,Encino,2300,411,2711
-75.66639719,6.140715296,11720,Antioquia,La Estrella,23751,28812,52563
-73.37008445,6.082220992,12338,Santander,Suaita,9006,1969,10975
-72.59741267,6.111316959,12135,Boyaca,Jerico,4099,617,4716
-73.98946686,6.06872,12111,Santander,El Penon,4796,804,5600
-75.91538991,6.063017192,11811,Antioquia,Concordia,13270,8150,21420
-75.62737296,6.128914753,12223,Antioquia,Sabaneta,9238,35242,44480
-75.26668426,6.123370075,11746,Antioquia,El Santuario,6457,19830,26287
-72.75320885,6.105846748,12625,Boyaca,Sativanorte,2185,590,2775
-73.53755439,6.102035797,12010,Santander,San Benito,3502,405,3907
-72.8796334,6.051330591,12505,Boyaca,Tutaza,2058,196,2254
-75.81856413,6.056348788,12489,Antioquia,Titiribi,6558,6759,13317
-75.26867021,5.959759406,11912,Antioquia,El Carmen De Viboral,18281,22731,41012
-74.96012524,6.003869676,11736,Antioquia,San Luis,6303,4706,11009
-72.58113096,5.908995895,12464,Boyaca,Socota,9170,1125,10295
-75.63908383,6.039077571,12503,Antioquia,Caldas,15303,52696,67999
-73.65391972,6.063120116,11986,Santander,Chipata,4500,651,5151
-76.02969464,5.991760293,11787,Antioquia,Salgar,10321,7885,18206
-72.24797817,6.027560146,12420,Casanare,Sacama,663,1043,1706
-73.96628584,5.969948961,12510,Santander,Sucre,8824,432,9256
-75.16983352,6.005794356,12463,Antioquia,Cocorna,11126,3993,15119
-70.88008665,5.758143477,11917,Casanare,Paz De Ariporo,10666,16480,27146
-73.51107469,6.044635922,12402,Boyaca,Santana,5642,2211,7853
-75.7213444,6.023782944,12094,Antioquia,Amaga,13085,14070,27155
-72.74009314,6.046239449,12387,Boyaca,Sativasur,1041,310,1351
-73.59412404,6.026826531,12104,Santander,Guepsa,2399,1886,4285
-72.78856623,6.002192666,12650,Boyaca,Paz De Rio,2155,3103,5258
-75.44723186,5.996192639,11995,Antioquia,La Ceja,7981,38287,46268
-77.07600707,5.629387079,12385,Choco,Alto Baudo,22739,6222,28961
-72.70072815,5.929258578,12542,Boyaca,Socha,3988,3605,7593
-75.37058912,5.940584607,12596,Antioquia,La Union,8575,9267,17842
-72.92481063,5.97630555,12124,Boyaca,Belen,4853,4188,9041
-73.45760439,5.961668857,12604,Boyaca,Chitaraque,5644,1067,6711
-73.55959716,5.976808862,11704,Boyaca,San Jose De Pare,4750,969,5719
-74.70409376,5.939640943,12619,Antioquia,Puerto Triunfo,11569,4679,16248
-72.24096022,5.857198771,11782,Casanare,Tamara,5096,2022,7118
-73.36787822,5.90273457,12693,Santander,Gambita,4739,429,5168
-75.79904468,5.954168611,11868,Antioquia,Venecia,7263,6156,13419
-77.32036067,5.681482541,11651,Choco,Nuqui,4468,3157,7625
-73.63726323,5.951605713,11847,Santander,Barbosa,5917,20129,26046
-74.03839316,5.890138685,11689,Santander,La Belleza,6779,1683,8462
-75.59616472,5.868709814,12317,Antioquia,Santa Barbara,12945,10645,23590
-73.71737938,5.933968369,12361,Santander,Guavata,3645,757,4402
-76.22965539,5.780114246,11706,Choco,El Carmen De Atrato,6648,5201,11849
-72.9912605,5.936477225,12007,Boyaca,Cerinza,2810,1502,4312
-73.18394403,5.808498427,11625,Boyaca,Paipa,12338,15428,27766
-73.08988809,5.863611731,12548,Boyaca,Duitama,14403,93003,107406
-75.53075976,5.91328851,12587,Antioquia,Montebello,5535,1988,7523
-75.69783061,5.878650484,12139,Antioquia,Fredonia,14084,8608,22692
-73.01343924,5.885155155,11903,Boyaca,Santa Rosa De Viterbo,6263,6986,13249
-74.97899991,5.859743644,11621,Antioquia,San Francisco,4118,2277,6395
-72.87078257,5.894272329,12206,Boyaca,Beteitiva,2084,395,2479
-73.51365805,5.894339626,12500,Boyaca,Togui,4514,715,5229
-73.57774934,5.843159796,12444,Boyaca,Moniquira,11846,10006,21852
-75.84655635,5.868971822,11586,Antioquia,Tarso,3994,3161,7155
-72.75386231,5.848162813,12365,Boyaca,Tasco,5083,1842,6925
-76.05590603,5.844708893,12422,Antioquia,Bolivar,11968,16311,28279
-73.69286867,5.816583976,12337,Santander,Puente Nacional,9139,5399,14538
-75.45215189,5.795307338,11832,Antioquia,Abejorral,13978,6271,20249
-75.08079281,5.74690904,11839,Antioquia,Sonson,23196,15583,38779
-73.83525295,5.859829353,12636,Santander,Jesus Maria,2649,806,3455
-72.95024915,5.828077555,12090,Boyaca,Floresta,3350,1534,4884
-74.22945399,5.733258874,11796,Boyaca,Otanche,6545,3918,10463
-75.87615559,5.794970852,12155,Antioquia,Pueblorrico,4168,4126,8294
-75.77579487,5.762592419,11966,Antioquia,Jerico,5006,7783,12789
-74.01578465,5.803869637,12129,Santander,Florian,5072,1306,6378
-73.8645864,5.770643249,11659,Santander,Albania,4035,438,4473
-72.87519062,5.790688351,12378,Boyaca,Corrales,971,1573,2544
-73.28594006,5.761790891,12311,Boyaca,Sotaquira,8245,721,8966
-72.89696245,5.811485191,11924,Boyaca,Busbanza,584,301,885
-72.50766753,5.709180969,12576,Boyaca,Pisba,1190,343,1533
-75.6291183,5.74344571,11919,Antioquia,La Pintada,1152,5914,7066
-73.46781846,5.723895303,12299,Boyaca,Arcabuco,3402,1796,5198
-74.38777764,5.573724288,11764,Cundinamarca,Yacopi,13108,3303,16411
-72.75440816,5.76861827,12381,Boyaca,Gameza,4105,1564,5669
-71.9656621,5.645970102,12162,Casanare,Pore,4283,3685,7968
-75.94570844,5.77052537,12574,Antioquia,Hispania,1790,3031,4821
-72.38875976,5.626773179,12350,Boyaca,Paya,2155,493,2648
-74.0261697,5.675772125,12641,Boyaca,Pauna,7765,2573,10338
-75.72170621,5.670343576,12398,Antioquia,Tamesis,9899,6488,16387
-76.03045348,5.71390082,12602,Antioquia,Betania,6436,3810,10246
-73.56957184,5.721837305,12687,Boyaca,Gachantiva,2695,390,3085
-73.35743186,5.668674239,11948,Boyaca,Combita,12147,834,12981
-72.956039,5.747331408,11993,Boyaca,Nobsa,9970,5224,15194
-73.02982033,5.718110715,12057,Boyaca,Tibasosa,8442,4184,12626
-74.60205017,5.607476786,12208,Cundinamarca,Puerto Salgar,4252,11267,15519
-73.62975398,5.702126994,12307,Boyaca,Santa Sofia,2343,778,3121
-72.85454739,5.735337842,12015,Boyaca,Topaga,2428,1255,3683
-73.78138691,5.687878347,12624,Boyaca,Saboya,12193,764,12957
-75.96883112,5.601480103,11852,Antioquia,Andes,22415,19176,41591
-75.1215491,5.704983804,12228,Antioquia,Argelia,7250,2841,10091
-74.13723602,5.666388051,11626,Boyaca,San Pablo De Borbur,9661,1263,10924
-72.71728289,5.674518619,11813,Boyaca,Mongua,3462,1802,5264
-72.91190101,5.640116761,12592,Boyaca,Sogamoso,20266,96828,117094
-75.65950851,5.630761117,12487,Antioquia,Valparaiso,3155,3169,6324
-76.42830409,5.58798565,11712,Choco,Lloro,7506,2742,10248
-75.48740396,5.590258673,12034,Caldas,Aguadas,14041,10267,24308
-73.95875832,5.708028573,12153,Boyaca,Tunungua,1332,288,1620
-72.85727927,5.665739189,12186,Boyaca,Mongui,2321,2681,5002
-73.83847155,5.6136228,12199,Boyaca,Chiquinquira,8288,47498,55786
-73.93309381,5.659254884,12218,Boyaca,Briceno,2194,554,2748
-73.21398928,5.645889053,11637,Boyaca,Tuta,6808,2176,8984
-72.11680462,5.504128791,12235,Casanare,Nunchia,6583,1837,8420
-73.54899608,5.634789039,12458,Boyaca,Villa De Leyva,5213,6819,12032
-73.0507987,5.640433447,12030,Boyaca,Firavitoba,4229,2087,6316
-73.6524926,5.615493479,12187,Boyaca,Sutamarchan,4866,1254,6120
-73.43265105,5.628406716,12322,Boyaca,Motavita,6148,624,6772
-75.83245927,5.573276404,12130,Antioquia,Jardin,7468,6965,14433
-75.21739759,5.584218577,12269,Antioquia,Narino,13054,2525,15579
-72.62354129,5.509116917,11828,Boyaca,Labranzagrande,4295,1050,5345
-73.49619417,5.62009477,11604,Boyaca,Chiquiza,5970,103,6073
-76.27265237,5.476825385,12633,Choco,Bagado,6082,2372,8454
-74.05439807,5.557345991,12183,Boyaca,Maripi,7010,904,7914
-74.27711275,5.562287602,12472,Boyaca,Quipama,7118,1675,8793
-73.31138261,5.574768878,12091,Boyaca,Oicata,2535,287,2822
-72.9019151,5.403409973,11997,Boyaca,Aquitania,10762,5830,16592
-72.98728139,5.586352522,12264,Boyaca,Iza,1215,901,2116
-73.18540197,5.558229537,11721,Boyaca,Toca,7139,3422,10561
-73.49703457,5.573997832,12232,Boyaca,Sora,2507,469,2976
-73.41675727,5.51330144,11930,Boyaca,Tunja,7475,146621,154096
-73.71052511,5.566377686,12224,Boyaca,Tinjaca,2527,412,2939
-73.10215639,5.474706648,11650,Boyaca,Pesca,7385,2377,9762
-73.28469645,5.540845824,12067,Boyaca,Chivata,3374,1675,5049
-73.91961325,5.54688851,12603,Boyaca,Caldas,3805,245,4050
-73.5658752,5.544323659,12290,Boyaca,Sachica,2204,1664,3868
-73.77874177,5.524104802,11902,Boyaca,San Miguel De Sema,4133,479,4612
-75.66962632,5.541438123,12185,Antioquia,Caramanta,2924,2586,5510
-74.16574295,5.518883071,12448,Boyaca,Muzo,4692,5545,10237
-72.95924894,5.551899463,12074,Boyaca,Cuitiva,1804,207,2011
-75.51643998,5.486775559,12035,Caldas,Pacora,8714,6482,15196
-74.87365204,5.426281444,12158,Caldas,Victoria,5437,3728,9165
-73.86944012,5.504150101,11677,Cundinamarca,Simijaca,5259,5758,11017
-73.65657336,5.483952398,12481,Boyaca,Raquira,10040,2482,12522
-77.23421814,4.988572344,12143,Choco,Bajo Baudo,13752,2623,16375
-73.49011259,5.515531055,12142,Boyaca,Cucaita,2972,1596,4568
-71.5970583,5.205331722,11946,Casanare,San Luis De Palenque,5559,1856,7415
-73.03228637,5.449136182,11956,Boyaca,Tota,5084,592,5676
-72.27868822,5.218286442,12184,Casanare,Yopal,16604,90218,106822
-74.54398218,5.365503435,12177,Cundinamarca,Caparrapi,13980,2503,16483
-71.1967868,5.342000793,11691,Casanare,Trinidad,5345,6133,11478
-73.5500977,5.447395225,12344,Boyaca,Samaca,12752,4862,17614
-70.65984765,5.021691762,12049,Vichada,Santa Rosalia,1388,1862,3250
-75.20420959,5.388396428,12614,Caldas,Pensilvania,18400,8026,26426
-75.78961212,5.430308176,11715,Caldas,Riosucio,38072,16465,54537
-73.2344676,5.469038608,11872,Boyaca,Siachoque,7489,1405,8894
-74.25237927,5.493888498,12182,Boyaca,La Victoria,970,704,1674
-73.98962708,5.476943009,12524,Boyaca,Buenavista,5157,732,5889
-75.64034765,5.48440668,12207,Caldas,Marmato,7309,1146,8455
-75.67280898,5.434970197,11821,Caldas,Supia,12912,11935,24847
-74.0613133,5.430736566,11799,Boyaca,Coper,3490,711,4201
-73.34743562,5.457654224,12323,Boyaca,Soraca,5215,730,5945
-73.84786377,5.427000058,11700,Cundinamarca,Susa,5193,4589,9782
-76.00820572,5.368506722,12662,Risaralda,Mistrato,11153,4013,15166
-73.71789022,5.380034321,12082,Cundinamarca,Guacheta,7903,3614,11517
-73.7969114,5.392471168,11860,Cundinamarca,Fuquene,4979,235,5214
-73.2983879,5.41566885,11692,Boyaca,Viracacha,3096,381,3477
-75.4346875,5.356045271,11904,Caldas,Salamina,8598,11690,20288
-69.53041591,4.218912514,12499,Vichada,Cumaribo,24406,4312,28718
-73.95330127,5.332254481,11741,Cundinamarca,Carmen De Carupa,6802,1689,8491
-74.18199594,5.369468819,11756,Cundinamarca,Paime,4942,531,5473
-73.21923649,5.351351536,11656,Boyaca,Rondon,2503,508,3011
-73.40744922,5.40370253,12156,Boyaca,Boyaca,4641,433,5074
-75.58841891,5.380603324,11886,Caldas,La Merced,4562,2190,6752
-74.43002432,5.317324919,12254,Cundinamarca,La Palma,5935,3983,9918
-76.79074976,5.303888494,12266,Choco,El Canton Del San Pablo,3722,2491,6213
-72.72075429,5.34751987,12132,Boyaca,Pajarito,1520,890,2410
-73.55031893,5.359872952,12626,Boyaca,Ventaquemada,12440,1964,14404
-74.66515748,5.163822839,12303,Cundinamarca,Guaduas,16780,15051,31831
-74.09381969,5.290470921,11631,Cundinamarca,San Cayetano,4615,661,5276
-74.31327013,5.338844164,11643,Cundinamarca,Topaipi,4106,711,4817
-73.33374867,5.285001744,12157,Boyaca,Ramiriqui,6087,4702,10789
-73.29745315,5.363323839,12504,Boyaca,Cienaga,3988,1254,5242
-76.19165316,5.20529344,12354,Risaralda,Pueblo Rico,9109,2866,11975
-73.40873292,5.351810143,12613,Boyaca,Jenesano,5829,1607,7436
-75.75776909,5.319783176,11598,Risaralda,Quinchia,25460,7858,33318
-73.48094083,5.322104791,12131,Boyaca,Nuevo Colon,5030,1045,6075
-75.8570373,5.312344255,12426,Risaralda,Guatica,11985,3767,15752
-76.45608175,5.274994877,11803,Choco,Tado,6795,11246,18041
-75.62368932,5.282661491,12340,Caldas,Filadelfia,8578,4159,12737
-73.84422869,5.297692412,12133,Cundinamarca,Villa De San Diego De Ubate,14391,22042,36433
-72.5716454,5.099226116,12099,Casanare,Aguazul,7916,20411,28327
-73.71018939,5.285341863,12352,Cundinamarca,Lenguazaque,7675,2094,9769
-73.42777948,5.284600519,11862,Boyaca,Tibana,8165,1546,9711
-72.78642697,5.228454943,12062,Casanare,Recetor,1775,833,2608
-72.88951092,5.192375031,11911,Casanare,Chameza,661,1159,1820
-73.53457526,5.272624568,12127,Boyaca,Turmeque,5148,2434,7582
-73.18276118,5.258241337,11848,Boyaca,Zetaquira,4149,1022,5171
-75.50983745,5.255188466,11762,Caldas,Aranzazu,5948,6867,12815
-75.3133748,5.218515745,11693,Caldas,Marulanda,2341,1148,3489
-74.20982714,5.247921482,11687,Cundinamarca,Villagomez,1563,620,2183
-75.08028881,5.290684062,12301,Caldas,Marquetalia,8992,5806,14798
-73.60535966,5.208820159,11622,Cundinamarca,Villapinzon,11216,5357,16573
-75.17979099,5.219289194,11669,Caldas,Manzanares,15240,9864,25104
-74.31818662,5.243797156,11829,Cundinamarca,El Penon,4527,450,4977
-74.93054855,5.21451718,12209,Tolima,Mariquita,9404,23529,32933
-74.807143,5.15720949,12313,Tolima,Honda,893,26417,27310
-73.80756592,5.21625914,12118,Cundinamarca,Cucunuba,5857,1156,7013
-75.79168868,5.204270289,12195,Caldas,Anserma,14763,20334,35097
-75.08277317,5.172972582,12470,Tolima,Fresno,16875,14442,31317
-73.07286767,5.204034602,12442,Boyaca,San Eduardo,1201,723,1924
-75.52959741,5.172067043,11941,Caldas,Neira,14173,13967,28140
-74.43000654,5.189433848,12360,Cundinamarca,La Pena,5988,1001,6989
-74.18066737,5.149937443,11962,Cundinamarca,Pacho,11917,13497,25414
-73.87912911,5.228980572,12270,Cundinamarca,Sutatausa,3383,1359,4742
-75.91387635,5.194985294,11850,Risaralda,Belen De Umbria,14893,12824,27717
-73.37146801,5.179146696,12089,Boyaca,Chinavita,2557,1184,3741
-73.12605761,5.185133957,11961,Boyaca,Berbeo,1501,412,1913
-73.48340596,5.184111061,11768,Boyaca,Umbita,8540,1565,10105
-73.96940764,5.176373806,11809,Cundinamarca,Tausa,6919,796,7715
-74.50133452,5.169776622,12416,Cundinamarca,Utica,2367,2574,4941
-76.48949619,5.080651117,12004,Choco,Condoto,4005,9093,13098
-76.03788967,5.121155229,11963,Risaralda,Apia,10358,7156,17514
-73.70005666,5.104010331,11663,Cundinamarca,Choconta,10292,9220,19512
-76.89342459,4.767412971,12292,Choco,Istmina,5319,18320,23639
-73.80360007,5.12612056,12064,Cundinamarca,Suesca,7841,6401,14242
-73.2121222,5.122170687,11802,Boyaca,Miraflores,4967,4694,9661
-74.41340013,5.117419758,11774,Cundinamarca,Nimaima,3316,2207,5523
-74.32563434,5.112382175,11958,Cundinamarca,Vergara,6455,1275,7730
-73.03077224,5.068318806,11748,Boyaca,Paez,2205,1164,3369
-71.61752528,4.880715282,12100,Casanare,Orocue,3608,4109,7717
-75.79499597,5.11184193,11807,Caldas,Risaralda,6528,4151,10679
-73.42375618,5.109985819,12136,Boyaca,Pachavita,2633,469,3102
-73.33943221,5.058158107,11674,Boyaca,Garagoa,4219,12301,16520
-74.99020819,5.063517557,12560,Tolima,Falan,7589,1688,9277
-73.99488393,5.084728783,11696,Cundinamarca,Cogua,12920,5356,18276
-75.54191424,5.071635939,12514,Caldas,Manizales,26660,353312,379972
-75.26952639,5.061576691,12593,Tolima,Herveo,6877,2265,9142
-72.65069568,4.664479894,12478,Casanare,Tauramena,6086,10153,16239
-75.8353567,5.073362413,11630,Caldas,San Jose,6041,1531,7572
-74.04205484,5.026321531,12417,Cundinamarca,Zipaquira,13024,88527,101551
-74.52116944,5.082631279,11584,Cundinamarca,Quebradanegra,4333,358,4691
-75.04526131,5.075652642,12484,Tolima,Palocabildo,6908,2701,9609
-73.90604648,5.069672763,12522,Cundinamarca,Nemocon,6313,4990,11303
-73.48076482,5.080749738,11834,Boyaca,La Capilla,2148,1030,3178
-75.69553237,5.045722955,12525,Caldas,Palestina,12218,5819,18037
-75.91924426,5.045097131,12490,Caldas,Viterbo,2470,10689,13159
-73.64370611,5.014887105,12599,Cundinamarca,Macheta,5403,1444,6847
-74.88129863,4.988725169,12242,Tolima,Armero,4200,8864,13064
-73.54001798,5.059928906,12101,Cundinamarca,Tibirita,2513,505,3018
-75.21381751,5.002980905,12667,Tolima,Casabianca,5406,1503,6909
-76.02012987,5.027967485,12672,Risaralda,Santuario,8556,6864,15420
-74.24784058,5.044558542,12077,Cundinamarca,Supata,3561,1391,4952
-74.40463684,5.047676398,12042,Cundinamarca,Nocaima,5892,1842,7734
-73.16713403,4.977326572,12359,Boyaca,Campohermoso,3212,853,4065
-73.45505167,5.036761614,11705,Boyaca,Tenza,3445,1206,4651
-74.50497893,5.000092333,12017,Cundinamarca,Villeta,9566,14774,24340
-76.55064952,4.872728351,11589,Choco,Novita,5306,2561,7867
-73.80044849,4.988264305,12421,Cundinamarca,Sesquile,7452,2365,9817
-74.17563219,4.950357035,11578,Cundinamarca,Subachoque,8040,5001,13041
-75.85169898,4.981160487,11754,Caldas,Belalcazar,6845,5027,11872
-75.70417969,4.97522788,11825,Caldas,Chinchina,8383,45113,53496
-72.23161876,4.648024743,12419,Casanare,Mani,4099,7078,11177
-76.08330163,4.991791426,11870,Risaralda,La Celia,5331,3430,8761
-74.35933631,4.960481677,12335,Cundinamarca,La Vega,8702,4563,13265
-73.50528567,4.988780314,12075,Boyaca,Guateque,3036,7135,10171
-75.78662908,4.931793921,12546,Risaralda,Marsella,9969,11488,21457
-75.46445222,4.938706934,11743,Caldas,Villamaria,9655,36667,46322
-73.58582858,4.957193621,12076,Cundinamarca,Manta,3555,1072,4627
-75.19033115,4.942093611,12554,Tolima,Villahermosa,7750,3446,11196
-73.32028596,4.95050516,12334,Boyaca,Macanal,3764,941,4705
-73.45454379,4.99644019,12038,Boyaca,Sutatenza,3823,743,4566
-73.89988807,4.986463828,12107,Cundinamarca,Gachancipa,5004,5882,10886
-74.42797316,4.928911161,12459,Cundinamarca,Sasaima,7973,2232,10205
-74.28469935,4.94305114,12645,Cundinamarca,San Francisco,5418,2886,8304
-72.87900346,4.820157476,11819,Casanare,Monterrey,2533,10218,12751
-73.94827004,4.948100828,11775,Cundinamarca,Tocancipa,14532,9622,24154
-75.98727322,4.917794976,12257,Risaralda,Balboa,4544,1809,6353
-74.65953691,4.945544167,11864,Cundinamarca,Chaguani,3297,804,4101
-73.46036992,4.92464839,12191,Boyaca,Somondoco,3598,761,4359
-74.10208849,4.935124391,12108,Cundinamarca,Tabio,11569,9281,20850
-76.33791332,4.886985992,11893,Choco,San Jose Del Palmar,3913,1155,5068
-73.41130827,4.92260471,12476,Boyaca,Almeida,1985,309,2294
-73.83988633,4.911213447,12588,Cundinamarca,Guatavita,4914,1771,6685
-76.12175236,4.891635217,11766,Valle del Cauca,El Aguila,8218,2471,10689
-73.52968164,4.919365476,11885,Boyaca,Guayata,5024,1344,6368
-73.02275863,4.783124299,11739,Casanare,Sabanalarga,1888,1546,3434
-74.0526047,4.912809545,12453,Cundinamarca,Cajica,18280,27111,45391
-74.68247864,4.830764974,12423,Cundinamarca,San Juan De Rio Seco,6914,2878,9792
-75.57196825,4.832213408,12355,Risaralda,Santa Rosa De Cabal,13631,56329,69960
-74.57537778,4.88149096,11887,Cundinamarca,Viani,2899,1216,4115
-73.9861621,4.871573225,12450,Cundinamarca,Sopo,8389,12834,21223
-73.15099678,4.79325783,12605,Boyaca,San Luis De Gaceno,4277,2106,6383
-75.10833352,4.835620645,12640,Tolima,Libano,16081,26188,42269
-74.95512807,4.853891713,12413,Tolima,Lerida,4271,15218,19489
-74.46906841,4.884489565,12577,Cundinamarca,Alban,4361,1591,5952
-73.67317522,4.853385264,11957,Cundinamarca,Gacheta,7146,3263,10409
-74.50988924,4.866144517,11675,Cundinamarca,Guayabal De Siquima,2788,864,3652
-73.28242697,4.793686428,12081,Boyaca,Santa Maria,2117,2518,4635
-74.83491515,4.806445721,12686,Tolima,Ambalema,1864,5810,7674
-75.88905809,4.895382184,12174,Risaralda,La Virginia,573,30688,31261
-73.86682986,4.795482665,12454,Cundinamarca,Guasca,8422,4020,12442
-74.25438286,4.858762878,12415,Cundinamarca,El Rosal,4301,9201,13502
-73.3739149,4.839487811,11935,Boyaca,Chivor,1714,518,2232
-74.05847064,4.844513601,12394,Cundinamarca,Chia,24055,73841,97896
-75.27882047,4.817132615,12538,Tolima,Murillo,3466,1609,5075
-75.73320535,4.77003429,11928,Risaralda,Pereira,72315,371239,443554
-74.16568398,4.823191298,12052,Cundinamarca,Tenjo,10582,7884,18466
-74.55203148,4.828949743,11855,Cundinamarca,Bituima,2240,417,2657
-74.35602465,4.819197871,11998,Cundinamarca,Facatativa,11812,95640,107452
-75.68980949,4.825197986,12518,Risaralda,Dosquebradas,9457,169844,179301
-73.49867345,4.786126712,12696,Cundinamarca,Ubala,9438,1280,10718
-76.09142601,4.78415938,11851,Valle del Cauca,Ansermanuevo,8980,11712,20692
-71.63700809,3.993825915,11800,Meta,Puerto Gaitan,11074,6232,17306
-74.27706753,4.755648014,12196,Cundinamarca,Madrid,8567,53858,62425
-76.30637177,4.760833645,12668,Valle del Cauca,El Cairo,6444,2912,9356
-74.14335179,4.776013577,12508,Cundinamarca,Cota,9122,10787,19909
-74.78046039,4.709592426,12220,Cundinamarca,Beltran,1597,350,1947
-74.48412091,4.776206554,12627,Cundinamarca,Anolaima,9343,3967,13310
-74.21445363,4.288578982,12295,Cundinamarca,Santafe de Bogota,15606,6824510,6840116
-73.71124706,4.687132075,12125,Cundinamarca,Junin,7627,821,8448
-75.97450791,4.686013809,12474,Valle del Cauca,Cartago,2830,122001,124831
-76.58814696,4.554898455,11826,Choco,Sipi,3188,293,3481
-73.93591054,4.686778988,11601,Cundinamarca,La Calera,14248,9520,23768
-76.22804035,4.707120194,12380,Valle del Cauca,Argelia,3605,3088,6693
-74.41186301,4.742695519,11873,Cundinamarca,Zipacon,3310,1706,5016
-74.93668821,4.691769189,12066,Tolima,Venadillo,5445,13324,18769
-74.57811389,4.701716255,12200,Cundinamarca,Quipile,7523,694,8217
-75.22390395,4.726264428,12390,Tolima,Santa Isabel,4298,2267,6565
-74.21787307,4.730576365,12072,Cundinamarca,Funza,4270,57110,61380
-73.54694382,4.614130836,12466,Cundinamarca,Gachala,4025,1891,5916
-73.62002292,4.709836135,11869,Cundinamarca,Gama,3204,669,3873
-74.33705701,4.687190139,12233,Cundinamarca,Bojaca,2079,6800,8879
-73.31222178,4.642614556,12696,Cundinamarca,Ubala,9438,1280,10718
-74.69525654,4.678552562,12515,Cundinamarca,Puli,2356,589,2945
-74.48706652,4.704235419,11789,Cundinamarca,Cachipay,6795,3200,9995
-75.81803948,4.697216003,12435,Valle del Cauca,Ulloa,3087,2658,5745
-74.38989447,4.666488523,12567,Cundinamarca,Tena,6872,697,7569
-73.18559208,4.416901207,11892,Cundinamarca,Paratebueno,5343,2073,7416
-74.25132139,4.65841656,11711,Cundinamarca,Mosquera,3342,59884,63226
-75.22090727,4.623652228,11818,Tolima,Anzoategui,14377,2045,16422
-76.33852048,4.608055969,12583,Valle del Cauca,Versalles,4215,4055,8270
-75.70974243,4.644501605,11672,Quindio,Filandia,6434,6487,12921
-72.84618967,4.500171578,12027,Casanare,Villanueva,3762,18044,21806
-75.53503057,4.611363151,11678,Quindio,Salento,3650,3597,7247
-76.1307808,4.622154531,11900,Valle del Cauca,Toro,6426,9487,15913
-75.0141733,4.571737631,12483,Tolima,Alvarado,5814,3158,8972
-74.49432252,4.628604431,12507,Cundinamarca,La Mesa,12973,14192,27165
-75.81448044,4.651210452,12032,Valle del Cauca,Alcala,8265,9303,17568
-73.80666408,4.514916239,12180,Cundinamarca,Fomeque,8056,4101,12157
-72.99366863,4.474491368,12400,Meta,Barranca De Upia,1010,2187,3197
